EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM,AGENCYID
EVER87302,EVER,1987,3,2,N Face (Great Couloir),,,,USA,Scott Fischer,American Everest N Face Expedition 1987,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,05/08/1987,15/10/1987,,71,83,27/10/1987,4,Abandoned at 8500m due to storms,8500,FALSE,FALSE,FALSE,4,0,15,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(05/08,5200m),ABC(09/08,5600m),C1(14/08,5900m),C2(02/09,6900m),C3(18/09,7500m),C4(09/10,8100m),xxx(15/10,8500m)","C1 to C2 is long hard, dangerous climb (from avalanches, so climbed at night). Bad weather intervened between C2 to C3's establishments. C3 to C4 intervals of bad weather and rope fixing; fixed total 5000 ft. 

1st summit bid 15th by Michael Graber and Mimi Stone from C4: reached 8500m and then driven back by winds. 

2nd bid left C3 on 17th Oct, got to C3 and there big storm came. 

3rd summit team of Schunk and Sherpa decided not to try at all; storm gave 7 ft of snow at C2 and tore out fixed lines, all tents in C1 and ABC buried in deep snow, so end of climb.

15 Americans total team.",None (acclimatization good),,,FALSE,FALSE,FALSE,FALSE,FALSE,,2452986,
ANN186402,ANN1,1986,4,1,N Face (French rte),,,,Poland,Jerzy Kukuczka,Polish Winter Annapurna Expedition,TRUE,FALSE,FALSE,FALSE,15th,,,,FALSE,FALSE,Italy,,18/01/1987,03/02/1987,1600,16,0,30/12/1899,1,,8091,FALSE,FALSE,FALSE,2,0,7,2,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(18/01,4200m),Biv1(20/01,4900m),Biv2(21/01,5600m),C3(22/01,6100m),Biv3(30/01,6500m),C4(30/01,6800m),C5(01/02,7400m),Smt(03/02)","BC   at normal site
Biv1 at normal C1 site
Biv2 at normal C2 site on 2nd plateau
C3   at normal C3 site
C4   at normal C4 site
C5   at left of normal C5 site (300m left).

Weather changed 1st of Feb with cloud and snowfall.

20th Jan started up from BC 3 members and made camp at C3 site, slept there on 22 Jan, on 23rd up 100m and then down to BC because Wanda not well and snow conditions bad (much fresh loose snow) and weather changing. Slept 23rd in BC. 2 members made C2 at 5600m on 23rd after 1 night biv at 4900m while made C1. 27th 3 members to C1 joining (Wanda and Michel). 28th 4 members to C2 while Michel descended. 29th same 4 people to C3, 30th traversed into couloir on very dangerous difficult hard ice with snow avalanche carrying stones and ice down couloirs and biv at 6500m near couloir; that night tent broken by falling stones and 31st to C4.

1st Feb 2 members not fully acclimatized and down to BC while and 2 members [Kukuczka and Hajzer] up to C5 in snowfall and 30-40m visibility up very hard ice like glass. 2 Feb tired so postponed ascent till 3 Feb. On 2 Feb 40cm snow fell; stayed on C2 (higher up wind blew it away). 3rd Feb after 5 hrs cooking started for top at 7:00 am. 3rd Feb half-meter fresh snow 2000m below summit but high up snow did not stay. In desent very big problem: on 3rd Feb reached C5 at 10:00 pm because extreme difficult to see way, couldn't find traverse for some time on 4th Feb, but did follow route eventually; slept in C3 on 4th and BC on 5th. 

2 members [Wanda and Wielicki] up from BC 6th Feb; to C4 on 8th Feb, but on 9th down again because of bad weather and Wanda not feeling strong. 10th Feb all in BC and climb finished.",None but Palkiewicz had heart condition and stayed BC only 1 week as precaution,,Asian Trekking,FALSE,TRUE,FALSE,FALSE,FALSE,,2452686,ASTREK
ANN186401,ANN1,1986,4,1,S Face (Spanish rte),,,,Switzerland,Daniel Anker,Swiss Annapurna I Winter Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,12/11/1986,30/11/1986,,18,0,30/12/1899,7,Abandoned at 5300m due to Brinkmann's poor health,5300,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(12/11,4200m),ABC(28/11,5200m),xxx(30/11,5300m)","BC  at foot of northeast side of Hiunchuli
ABC just below South Face of Annapurna I
High point at beginning of face.

With Brinkmann sick, Anker tried to see condition of climb and went alone to 5300m and then turned back because too heavy for him to carry alone. Anker had gotten to 6500m in acclimatization climb towards Fluted Peak but Brinkmann tried to go up on Annapurna I three times but never felt well. Had originally planned to be team of 4 but 1 had accident only 2 weeks before departure from Switzerland (other had accident 1 year before).


2 British back from Hiunchuli - 21 Dec 986

2 carried loads to ABC high on glacier and slept at least one night 26/7 Nov. Rene didn't acclimatize and snowfall on 1 Dec decided then to abandon attempt. Daniel went up and cleared gear and was in Dobang on 8th.

For South face attempt - were not sure which line to take.

Had originally been 4-man team but only 2 actually came and had no climbing Sherpa. Rene hadn't been to Nepal before and was ""a bit overwhelmed by it all.""",Brinkmann ill for several days in acclimitization period of late Nov-early Dec (not altitude sickness),,Maya Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2452621,
DHA186401,DHA1,1986,4,1,NE Ridge,,,,S Korea,Cho Jung-Sul,1986-87 Korean Himalaya Winter Dhaulagiri I Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,24/11/1986,25/12/1986,,31,31,30/12/1899,4,Abandoned at 8025m due to frostbite and weather (especially high winds),8025,FALSE,FALSE,FALSE,3,0,5,0,0,8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(24/11,4700m),C1(02/12,5400m),C2(06/12,6700m),C3(22/12,7400m),xxx(25/12,8025m)","BC at usual site
C2 on NE Ridge
C3 on NE Ridge
High point at NE Ridge.

Route not via N Col because this way very difficult with many crevasses so climbed slghtly west of col. After C2 established, very strong wind and snow almost waist deep with tents broken and supplies lost. 2 weeks of bad weather - then good weather and 2 summit attacks on 24th and 25th Dec by Chung and Sirdar Ang Dorje. On 24th to 7800mm and on 25th to 8025m, but then very strong winds and very cold so turned back; somewhat frostbitten so their climb finished.

Chung and Ang Dorje frostbitten fingers and toes on 25th. Kim worse frostbitten toes 7 and 8 Dec and then to BC and Marpha for rest of expedition (took 3 days to Marpha because of deep snow). Then 1 coolie got frostbite. No illness or accidents although one snow avalanche almost covered 3 members.

Ang Phurba said he was sick and returned KTM early but really left for some other reason.",Ang Dorje frostbitten fingers & toes on Dec 25; Kim frostbitten toes Dec 7-8 (to BC and Marpha for rest of expedition); no illness and accidents although snow avalanche almost covered 3 members,,Adventure Nepal,FALSE,TRUE,FALSE,FALSE,FALSE,,2452646,
DHA186402,DHA1,1986,4,1,NE Ridge,,,,Spain,Enric Lucas,Catalan Dhaulagiri Winter Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,27/11/1986,22/12/1986,,25,29,26/12/1986,8,Abandoned at 7000m due to illness and lack of food supplies,7000,FALSE,FALSE,FALSE,0,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(27/11,4300m),Biv1(05/12,6000m),Biv2(22/12,7000m),xxx(22/12,7000m)","BC at below normal site inside big ice cave with rock walls
Biv1 on North Face near NE Ridge
Biv2 on NE Ridge
High point on NE Ridge.

First went to N Col but many crevasses and so followed Korean direct route and to 6000m then down because heavy snow and slight wind. 9th Dec again to 6000m but 4 days wait because again snow and again to BC. 21 Dec up again but at 7000m Joan got a little altitude sickness so down to BC. Now had used most of food and fuel supplies but weather beautiful. No fixed ropes by this team had used Koreans ropes through badly broken crevassed area. Had only 500 kg loads on approach march.",2 members altitude sickness; nothing else,,Kunga,FALSE,TRUE,FALSE,FALSE,FALSE,,2452643,
HIME86401,HIME,1986,4,1,W Ridge-SW Ridge,,,,Poland,Jozef Stepien,Himalaya Winter Expedition 1986-87 Himalchuli,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,13/12/1986,29/12/1986,,16,17,30/12/1986,10,Abandoned at 6200m because no one left to climb,6200,FALSE,FALSE,FALSE,1,0,7,0,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/12,3900m),C1A(15/12,5000m),C1B(21/12,4800m),C2(27/12,5600m),xxx(29/12,6200m)","BC   west of Himalchuli NW Summit near source of Myagdi khola
C1A on West Ridge
C1B at 4800m below big wall well protected
C2  on top of meeting of West and South Ridge to-from SW Ridge
High point at plateau.

Moved C1 to slightly lower site because of strong wind at first site; tried to move it on 18th Dec, but ""broken"" weather then and succeeded on 21st; 500m fixed rope from C1 to C2 because S side of the W Ridge was difficult. Had big Christmas at BC and then up again and made C2. On 29th put 150m fixed rope above C2 and reached 6200m on top of 1st serac barrier and slept in C2. 30th Dec planned to rest and make C3 on 31st but weather not good (wind and cold) on 30th and started down; past C1 when accident [fatal fall] occurred on W Ridge very sharp ridge but really easy terrain. Klincewicz and Panejko were only climbers feeling well and with him gone, no partner for Panejko to climb with since Barancewicz and Trzeciakowski not high climbers.","Klincewicz fell 800-1000m from 4700m in easy terrain, lost his balance, fell into big couloir, many bones broken (carried down 500m and doctor met him there but died about 2 pm); no other problems",,Asian Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2452650,ASTREK
MAKA86303,MAKA,1986,3,1,Makalu La-NW Ridge,,,,Italy,Cesare Cesa Bianchi,Cesa Bianchi Makalu 1986,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,13/09/1986,13/10/1986,,30,34,17/10/1986,4,Abandoned at 8000m due to strong winds beginning and time running out,8000,FALSE,TRUE,FALSE,3,0,4,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/09,4900m),ABC(17/09,5500m),C1(21/09,6700m),C2(23/09,7400m),C3(05/10,7800m),Biv(14/10,8000m),xxxx(8000m)","BC  near Barun Pokhari (took son to BC)
ABC slightly north of glaciers' junction
C1  at beginning of steep section below Makalu La
C2  at Makalu La
C3  on NW Ridge on small col Messner's C3
High point at North Face.

Between making C2 and C3 was bad snowstorm and down to BC. Again in BC after C3 for resting and slow ascent by Cesa Bianchi and 1 Sherpa to C3. On 14th De Benedetti to C2 and next day down by ski from C2 to moraine on his first time in Himalaya. Cesa Bianchi turned down at 8000m after French expedition's Sherpas had taken his cooker for their own use at C3 on 13th and 14th, so too dangerous to go above 8000m without liquids and also had spent bad night of 13 and 14 Oct and furthermore Cesa Bianchi alone above 7800m for first time to be 8000m. Cesa Bianchi to BC on 16th and no further attempt possible. Problems of 13-14 Oct, strong winds beginning and time running out.


Vittorio Genna:

Stays now in KTM. Rescue helicopter flight to KTM because sickness.
Expedition returns 26 Oct; Genna goes home by 15 Oct.",None,,International Trekkers (Intrek Asia),FALSE,TRUE,FALSE,FALSE,FALSE,,2452528,
MAKA86301,MAKA,1986,3,1,Makalu La-NW Ridge,,,,Italy,Reinhold Messner,Messner Makalu & Lhotse Expeditions,TRUE,FALSE,FALSE,FALSE,24th,,,,FALSE,FALSE,"France, Switzerland",Tumlingtar->Shipton Pass->Barun Glacier (BC),29/08/1986,26/09/1986,1130,28,30,28/09/1986,1,,8485,FALSE,TRUE,FALSE,3,0,9,3,0,8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Lhotse (LHOT-863-01),"BC(29/08,5500m),C1(03/09,6600m),C2(19/09,7400m),C3(20/09,7800m),Smt(26/09)","BC at glaciers' meeting
C1 at 1955 French route
C2 at Col.

Had 2 C2s: 1st one above col in hope to go to top from it; pitched it 10th Sept but could make no summit bid because heavy snowfall and when returned it had been totally destroyed. At time of high climb, 2 [Messner and Kammerlander] reached 8000m on 21 Sept, but too slow and turned back at 8000m and down to BC, passing De Marchi and Ducroz below col and they reached 8400m on French route, not summit itself [on 23 Sept]. 

Messner, Kammerlander and Mutschlechner started up on 24th Sept from BC to C1; 25th to col's C3; 26th left C3 when sun reached col and followed direct route of Ruedi and Wielicki to top before noon in good condition.

Kammerlander skied from about 7500m down to end of glacier at about 5800m.


Ministry of Tourism via M Acharya - 27 Sep 86

Messner summits Makalu 11:30 am 26th
Started from C3 6:00 am and back by 1:30 pm
Kammerlander and Mutschlechner with him
3 in BC today 
Good health


Paoletti - 21 Sep 86

Messner and Kammerlander on at 8000m but turned back by deep snow and returning to BC (probably 22nd) and stay there 2-3 days and then try again. 
Yesterday C3 7800m.
All are well.
Too deep snow - too dangerous said Messner.
Leaves BC about 30 Sept - 1 Oct after summit.
Gabriel wants to go to Lhotse.
BC not radio - no new magazines from him.


De Marchi - 8 May 88 

De Marchi reached 8400m very near summit, then turned back because it was getting dark and difficult ridge above.",Frostbitten fingers of doctor,,,FALSE,TRUE,FALSE,FALSE,FALSE,,2452511,
MAKA86304,MAKA,1986,3,1,Makalu La-NW Ridge-N Face,,,,France,Raymond Renaud,Makalu 1986 French Expedition Raymond Renaud,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,15/09/1986,13/10/1986,,28,32,17/10/1986,4,Abandoned at 8000m due to winds and exhaustion of team,8000,FALSE,FALSE,FALSE,6,0,10,0,0,8,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"BC(15/09,4850m),C1(17/09,5200m),C2(19/09,5700m),C3.ABC(23/09,6200m),C4(25/09,6950m),C5(02/10,7400m),C6(13/10,8000m),xxx(13/10,8000m)","BC at ""Hillary BC""
C1 on moraine of Chago Glacier below Messner
C2 at end of moraine, below icefall of Chago Glacier
ABC/C3 at Chago Glacier
C4 on steep face to Makalu La
C5 at Makalu La
C6 on NW Ridge
High point on North Face.

After 13th Oct, strong, very cold wind and not possible to go higher. Renard waited in C5 till 17th Oct and then down when winds continued.

Pasang Norbu same frostbitten toes on 13 Oct but will heal; kitchen boy sick, went down to village and became unconscious but still alive; Wood cutter for kitchen (Kancha Gurung?) died below BC (became sick at BC); no other problems.

Collet used oxygen because of blood condition but not seriously ill - used as preventive measure.","Pasang Norbu frostbitten toes on Oct 13 but will heal; kitchen boy sick, went down to village and became unconscious but still alive; woodcutter for kitchen died below BC; no other problems",,International/Alpine,FALSE,TRUE,FALSE,FALSE,FALSE,,2452528,INTLSHRP
MAKA86302,MAKA,1986,3,1,Makalu La-NW Ridge,W Pillar (to 6700m),,,Poland,Krysztof Pankiewicz,Himalayan Expedition Makalu 1986,TRUE,FALSE,FALSE,FALSE,23rd,,,,FALSE,FALSE,"Austria, Switzerland",,10/09/1986,24/09/1986,1545,14,41,21/10/1986,1,,8485,FALSE,FALSE,FALSE,3,0,15,2,1,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(10,16/09,5400m),MessnerC1(21/09,6600m),Biv2(22/09,7400m),Biv3(23/09,7850-7900m),Smt(24/09); ...C3(04/10,7400m),Biv(13/10,8000m),xxx(8000m)","C2 at Makalu La (2 tents)
C3 at side of NW Ridge (left by summiters of 24 Sept).

Wielicki, Ruedi and Oelz intended to follow Kukuczka variant (a pillar) but difficult and dangerous with lot of snow and have to make big traverse to normal route so soon decided to go via normal route. Wielicki climbed with Oelz and Ruedi who joined Wielicki on 14 Sept at bottom of Pillar. 3 up Pillar to 6700m on 17 Sept, Oelz not feeling well and down. Ruedi and Wielicki to Makalu and down to BC (and after this expedition decided not to use Pillar). 21 Sept Wielicki led all the way through deep snow: left biv 3 at 7:15 am and was on top 3:45 pm had left Ruedi on last slope 50-60m below top and Ruedi could have been on top in 15-20 mins. Wielicki reached tent 7:00 pm but Ruedi never came. Messner saw traces of Ruedi on summit.

Ruedi died of altitude sickness - apparently spent night of 24th in snow cave at 8200m and next day probably fell. Messner arrived at his C3 that day, saw Ruedi and sent Sherpas to Ruedi and found him dead, sitting 30m below Wielicki tent on trail to Makalu La.

BC(10/09,5400m),MessnerC1(21/09,6600m),Biv2(22/09,7400m),Biv3(23/09,7850-7900m),
  Smt(24/09)


Pankiewicz group attempt:

Makalu had lot of snow (deep snow) which is not for everybody. Leader said would stop climb 20 Oct so to return KTM 27-8-9 Oct (leave Delhi 6 Nov). Probably Wanda will go to 7900m with 2-3 others and thence alone to summit. Wielicki left BC 1 Oct to go to Annapurna I with Kukuczka.

13th Oct Rutkiewicz and Pankiewicz started from Makalu La to reach C3 or with Cesa Bianchi to reach his deposit onto make new camp. At 7650m Pankiewicz turned back because of wind and had had pneumonia in Sept. Rutkiewicz, Cesa Bianchi and French expedition's 2 Sherpas together reached 7950m [8000m] where Sherpas pitched French C6. Cesa Bianchi did not find his cache so all slept in French tent (C3 apparently destroyed). 14th Oct fierce, very cold wind: all 4 down to Makalu La (Wanda wanted to move Ruedi's body but Sherpas refused and 4 needed for trek, so body still sitting 50m below Pole's C3). Climbing finished: wind terrifying on 14th.

BC(10/09,5400m),C1(20/09,6400m),C2(23/09,7950m),C3(04/10,7400m),
  Biv(13/10,8000m),xxx   

Jakubowski had stomach trouble and left BC 10 Oct. Pankiewicz had pneumonia in early-mid Sept. No other problems in Oct.

Except Jakubowski and Serafin, all Polish members reached Makalu La and spent at least one night there.


Marcel Ruedi & Oswald Oelz to Ross Munro, Time-life - 29 Sept 1986

That is what happened to Marcel Ruedi in March he was in third place in the world cup of 8000m peaks. He ws normal butcher, he led a regular life, trained, but had a normal family, everything, and just in his free time went to the 8000m peaks and that put him under pressure. Although he acclimatized very rapidly to altitude, this time it was too short. I mean, we left Zurich on the seventh of Sept on the 18th we were already at 7000m, and Marcel went to 7500m and that is just not enough time even for the best to acclimatize, We both felt sick and so we both went down to base camp. I still didn't feel good and I told Marcel, its too early for me. Marcel felt good after a short time and went with Wielicki (starting at 7700m) and they climbed to the summit (arriving there 4 pm, Sept 24). He was extremely strong and very very highly motivated. But I am sure that in the last stages of the ascent he developed severe, acute mountain sickness, particularly cerebral edema, which leads to bad judgement and things like that and that is why he bivouacked on the way down, at 8200m. (Wielicki descended to 7900m).

He survived the night... (on the morning of the 25th, Messner was at 7400m and saw Reudi moving slowly downwards, but later in day Messner saw no movement) but after that he had used up all his reserves and when (on Sept 25) Reinhold found him dead, he was at 7800m, (on a gently sloping plateau) and had some foamy blood coming out of his mouth, what is for me a sign of high altitude pulmonary edema.

Stone dead, he had bloody foam coming out of his mouth, which means for me that in the final stages he died of pulmonary edema. The problem on Makalu is that it's a long, long way back. Here was a guy who was so strong that you thought he could never be stopped. It was bad judgement, a bad idea.

(apparently the body was simply left where it lay)

He made sausages. He was an enthusiastic butcher, or charcutier. Ruedi was much stronger than me, he was an extremely strong man, but he did two and a half weeks after leaving Zurich, having climbed one of the highest peaks in the world this is by all means unreasonably, that is asking for trouble. He wanted to go to Makalu as quickly as possible so he could go to Everest and Lhotse. and then there would have been only two left.


Oelz - 30 Sept 86

Messner to Oelz by BC radio 29 Sept:

24th Ruedi and Wielicki: reached summit at 4:00 pm; had climbed from 7700m. Wielicki back to 7900m and Ruedi to 8200m that evening (tent at 7900m).

25th: Messner reached Mak La at 9:00 am and saw Ruedi (descending). Later that day saw no movement and saw Ruedi dead on 26th between 7750m and 7800m. Ruedi apparently took foam from mouth which tells Oelz pulmonary edema. Body left where it was.


Min of Tourism via Acharya - 27 Sept 86

Ruedi and Krzystopf Wielicki reached summit via NW side 24 Sept. Wielicki returned to C3 (7900m) but Ruedi bivouacked at 8200m that night - which descending from biv next am, Ruedi died near C3. No further details. Wielicki good health.


Oelz - 29 Sept 86

Ruedi and Wielicki left BC at 5400m for summit bid on 21 Sept, 2 weeks after Ruedi left Zurich. Ruedi had gone 7400m with Wielicki 17 Sept and to BC same day. Started up again on 21st from BC.

Oelz left BC 22 Sept; had fever and had not acclimatized well from 7000m with Ruedi and Wielicki on 17th.

Oelz leaves Nepal tomorrow.",Ruedi died on descent from summit. Jakubowski stomach trouble and left BC Oct 10; Pankiewicz pneumonia in early-mid Sep; no other problems in Oct,,Asian Trekking,FALSE,TRUE,FALSE,FALSE,FALSE,,2452509,ASTREK
